tweet_id,created_at,date,hour,weekday,username,platform,country,tweet_text,text_clean,likes,retweets,sentiment,sentiment_score,sentiment_negative,sentiment_neutral,sentiment_positive
2200003196,2009-06-16 18:18:12,2009-06-16,18,Tuesday,LaLaLindsey0609,Web,Unknown,@chrishasboobs AHHH I HOPE YOUR OK!!! ,USER ahhh hope,0,0,Positive,0.8705206867307425,0.023763561621308327,0.08195219188928604,0.8942842483520508
1467998485,2009-04-06 23:11:14,2009-04-06,23,Monday,sexygrneyes,Web,Unknown,"@misstoriblack cool , i have no tweet apps  for my razr 2",USER cool no tweet apps razr NUMBER,0,0,Positive,0.5175468344241381,0.024001000449061394,0.4344511926174164,0.5415478348731995
2300048954,2009-06-23 13:40:11,2009-06-23,13,Tuesday,sammydearr,Web,Unknown,"@TiannaChaos i know  just family drama. its lame.hey next time u hang out with kim n u guys like have a sleepover or whatever, ill call u",USER know just family next time u hang out kim n u guy like sleepover ill call u,0,0,Negative,-0.732077076099813,0.7425993084907532,0.24687844514846802,0.01052223239094019
1993474027,2009-06-01 10:26:07,2009-06-01,10,Monday,Lamb_Leanne,Web,Unknown,School email won't open  and I have geography stuff on there to revise! *Stupid School* :'(,school email open geography stuff there,0,0,Negative,-0.9427184886299074,0.9475687146186829,0.04758103936910629,0.004850225988775492
2256550904,2009-06-20 12:56:51,2009-06-20,12,Saturday,yogicerdito,Web,Unknown,upper airways problem ,upper airway problem,0,0,Negative,-0.5320337079465389,0.549490749835968,0.4330522418022156,0.017457041889429092
2052380495,2009-06-06 00:32:16,2009-06-06,0,Saturday,Yengching,Web,Unknown,Going to miss Pastor's sermon on Faith... ,going miss sermon,0,0,Negative,-0.43892062455415726,0.520628035068512,0.39766451716423035,0.0817074105143547
1983449090,2009-05-31 13:10:36,2009-05-31,13,Sunday,jessig06,Web,Unknown,on lunch....dj should come eat with me ,come eat,0,0,Neutral,0.3219340378418565,0.011212564073503017,0.6556408405303955,0.3331466019153595
2245479748,2009-06-19 16:11:29,2009-06-19,16,Friday,felicityfuller,Web,Unknown,@piginthepoke oh why are you feeling like that? ,USER oh feeling like,0,0,Negative,-0.723496928345412,0.7293307781219482,0.2648353576660156,0.005833849776536226
1770705699,2009-05-11 22:01:32,2009-05-11,22,Monday,stephiiheyy,Web,Unknown,gahh noo!peyton needs to live!this is horrible ,gahh need horrible,0,0,Negative,-0.9327340200543404,0.9408305287361145,0.05107296258211136,0.00809650868177414
1970386589,2009-05-30 03:39:34,2009-05-30,3,Saturday,wyndwitch,Web,Unknown,@mrstessyman thank you glad you like it! There is a product review bit on the site  Enjoy knitting it!,USER thank glad like there product review bit site enjoy knitting,0,0,Positive,0.9826718396507204,0.0025017433799803257,0.0123247429728508,0.9851735830307007
2052206835,2009-06-05 23:59:27,2009-06-05,23,Friday,salmafan,Web,Unknown,@PerezHilton Zach makes me pee sitting down! And I'm a grown gay man! ,USER zach make pee sitting grown gay,0,0,Neutral,-0.1578083485364914,0.37756431102752686,0.4026796817779541,0.21975596249103546
1992273171,2009-06-01 08:29:05,2009-06-01,8,Monday,spanishman,Web,Unknown,to sum up my day in one word ......... kackered! ,sum day one word,0,0,Negative,-0.7195161581039429,0.7595001459121704,0.20051585137844086,0.03998398780822754
2069921255,2009-06-07 16:46:29,2009-06-07,16,Sunday,DannyMacRant,Web,Unknown,@k9wkj Great minds think alike ,USER great mind think alike,0,0,Positive,0.8908641105517745,0.0071838730946183205,0.09476811438798904,0.8980479836463928
2204735567,2009-06-17 03:00:02,2009-06-17,3,Wednesday,Arabellakind,Web,Unknown,Is Poorly and in bed! ,poorly,0,0,Negative,-0.8673606496304274,0.8818907141685486,0.10357917845249176,0.014530064538121223
1553585468,2009-04-18 14:39:59,2009-04-18,14,Saturday,Reisei,Web,Unknown,"@LilPecan Oh, that's really great  Here we have a small blizzard and also cold wind blows...",USER really great here small blizzard also cold wind,0,0,Positive,0.9669163036160171,0.0044776988215744495,0.024128250777721405,0.9713940024375916
1834598659,2009-05-18 03:32:38,2009-05-18,3,Monday,andylackie,Web,Unknown,"@wizely lol, calm down.  i got a 30day loan offer for only 1500% ",USER calm got loan offer only NUMBER,0,0,Neutral,0.19704503566026688,0.08354555815458298,0.6358639001846313,0.28059059381484985
2190762188,2009-06-16 03:39:22,2009-06-16,3,Tuesday,biaromerok,Web,Unknown,"i'm feeling quite sleepy today, wish i could stay in bed today...but OK! is my LAST YEAR, so let's go to school ",feeling quite sleepy wish could stay bed last go school,0,0,Negative,-0.4883902743458748,0.5850429534912109,0.3183043897151947,0.09665267914533615
1973926253,2009-05-30 12:06:09,2009-05-30,12,Saturday,risha_,Web,Unknown,@nadalnews Yeah  Mathieu totally choked in the 3rd set to let Rog win as well. Djokovic played TERRIBLY.  ,USER yeah mathieu totally choked set let rog win a djokovic played,0,0,Negative,-0.7919926885515451,0.8050576448440552,0.1818774938583374,0.013064956292510033
2003334341,2009-06-02 06:20:35,2009-06-02,6,Tuesday,stephrunscity,Web,Unknown,"ugh, morning's off to a rough start ",rough start,0,0,Negative,-0.9050707127898932,0.9143176078796387,0.07643548399209976,0.009246895089745522
2063670257,2009-06-07 03:36:33,2009-06-07,3,Sunday,cathymcewan,Web,Unknown,just bit my tongue ,just bit tongue,0,0,Negative,-0.7145829293876886,0.7434028387069702,0.22777722775936127,0.028819909319281578
1994589777,2009-06-01 12:09:16,2009-06-01,12,Monday,Jaystevens3,Web,Unknown,@frandrescher Apparently you dont have time for ur fans!!!!!!!!!! ,USER apparently dont time ur,0,0,Negative,-0.9118228303268552,0.9187954664230347,0.07423196732997894,0.006972636096179485
2054208245,2009-06-06 06:49:41,2009-06-06,6,Saturday,MTVnHollyWEST23,Web,Unknown,Whaddup Whaddup Whaddup Whaddup Whaddup  I Got white girl swag from MY HEAD TO MY shOES Whaddup @yungla ,whaddup whaddup whaddup whaddup whaddup got white girl swag from head shoe whaddup USER,0,0,Positive,0.6047123335301876,0.05340353026986122,0.28848057985305786,0.6581158638000488
1957149371,2009-05-28 23:39:25,2009-05-28,23,Thursday,Peaugh,Web,Unknown,"@GogDog I'd be willing to pay $40-50 (thus covering the cost of the set) for one of them, but if you've got a counter offer I'll listen. ",USER willing pay NUMBER NUMBER covering cost one if got counter offer,0,0,Neutral,0.2891326881945133,0.022695299237966537,0.6654766201972961,0.31182798743247986
2191233426,2009-06-16 04:49:51,2009-06-16,4,Tuesday,Kate_BridgeMin,Web,Unknown,Working on photos from Hillsong's 1 year celebration!!! stay tuned   www.hillsong.co.za,working photo from NUMBER year stay tuned URL,0,0,Positive,0.8098795998375863,0.001768590183928609,0.18658320605754852,0.8116481900215149
1676986264,2009-05-01 23:59:22,2009-05-01,23,Friday,babysitter187,Web,Unknown,"baby's chicken pox are soo bad on the face, I am afraid she might have scars ",chicken pox soo bad afraid scar,0,0,Negative,-0.9377683522179723,0.9432357549667358,0.051296815276145935,0.005467402748763561
2230296290,2009-06-18 16:54:56,2009-06-18,16,Thursday,alyshmun,Web,Unknown,i don't feel good ,feel good,0,0,Negative,-0.653762724250555,0.7000538110733032,0.25365516543388367,0.046291086822748184
1969042558,2009-05-29 22:52:37,2009-05-29,22,Friday,gcrush,Web,Unknown,@edadkins ha ha I want to see pictures from when you were a minister!!!  *boobie flahses*!!!! ,USER ha ha want see picture from,0,0,Positive,0.6284004412591457,0.041807178407907486,0.2879852056503296,0.6702076196670532
1963325067,2009-05-29 12:33:09,2009-05-29,12,Friday,oniwolf,Web,Unknown,This day will pass slowly.  All of these days will.  RAWR!!!!  ... ,day pas all day,0,0,Positive,0.5401747971773148,0.017315015196800232,0.42519518733024597,0.557489812374115
2001978301,2009-06-02 02:43:56,2009-06-02,2,Tuesday,ENGLISHSMITH,Web,Unknown,my car is poorly ,car poorly,0,0,Negative,-0.8666235189884901,0.8817962408065796,0.10303111374378204,0.015172721818089485
1557804294,2009-04-19 06:04:37,2009-04-19,6,Sunday,seokhye,Web,Unknown,im turning 18 one week from now  but i don't feel excited  i really don't know why i've seen my friends  they got excited  but on my part,im turning NUMBER one week from now feel excited really know seen friend got excited part,0,0,Negative,-0.7291828449815512,0.7555099129676819,0.21816301345825195,0.026327067986130714
1833745318,2009-05-18 00:18:36,2009-05-18,0,Monday,ladiejaja,Web,Unknown,No woooooork tomorrrow&amp;tuesday ,no woooooork,0,0,Negative,-0.47852491959929466,0.5149552226066589,0.4486144483089447,0.03643030300736427
1880147585,2009-05-22 00:15:04,2009-05-22,0,Friday,mpwatson,Web,Unknown,Flatmates are still in the bathroom! ARGGH!! ,flatmate still,0,0,Negative,-0.6392578445374966,0.6996254920959473,0.24000689387321472,0.0603676475584507
2181196503,2009-06-15 11:29:59,2009-06-15,11,Monday,grskell3,Web,Unknown,I'm having an allergic reaction to silver earings ,allergic reaction silver earings,0,0,Negative,-0.7904184889048338,0.8161849975585938,0.15804852545261383,0.025766508653759956
1999945855,2009-06-01 21:06:49,2009-06-01,21,Monday,nailbiter2,Web,Unknown,"@RocDoogie I am, I'll admit...  maybe I'll feel better tomorrow, yo! Down 4 studio time??",USER maybe feel better down NUMBER studio,0,0,Positive,0.8397738775238395,0.01322884950786829,0.13376839458942413,0.8530027270317078
2216163585,2009-06-17 19:07:16,2009-06-17,19,Wednesday,violetile,Web,Unknown,"@jasonhooha Going back to sleep is such a great idea, unfortunately I'm already at work notebook-less ",USER going back sleep such great unfortunately already work,0,0,Positive,0.43175964057445526,0.16211248934268951,0.24401532113552094,0.5938721299171448
2183762428,2009-06-15 14:57:09,2009-06-15,14,Monday,RubyRedsocks,Web,Unknown,what is with msn making me click the wrong people. garrrrr ,msn making click wrong garrrrr,0,0,Negative,-0.8916369439102709,0.8966391682624817,0.09835860133171082,0.00500222435221076
1975439689,2009-05-30 15:09:38,2009-05-30,15,Saturday,smurfpop,Web,Unknown,Too full of fizz but not enough cider ,too full fizz not enough cider,0,0,Negative,-0.4808317720890045,0.5572798848152161,0.3662720024585724,0.07644811272621155
2180848798,2009-06-15 11:01:39,2009-06-15,11,Monday,MardiAliyah,Web,Unknown,How to Get Your Ex Back (worked for me  http://bit.ly/ec8qJ,how get ex back URL,0,0,Neutral,0.19477468729019165,0.040295377373695374,0.72463458776474,0.23507006466388702
2323431705,2009-06-25 00:37:45,2009-06-25,0,Thursday,Mystinguette,Web,Unknown,Time to sleep... Long day again tomorrow ,time long day again tomorrow,0,0,Neutral,-0.19379471242427826,0.31824344396591187,0.5573078393936157,0.1244487315416336
2188435142,2009-06-15 21:53:41,2009-06-15,21,Monday,EmelyCuellar,Web,Unknown,Hahaha blakk is reckkkin it. :p throwwwwwed. ,hahaha blakk reckkkin,0,0,Positive,0.43234167993068695,0.1234559565782547,0.32074645161628723,0.5557976365089417
1981659749,2009-05-31 09:37:27,2009-05-31,9,Sunday,jessrupsch,Web,Unknown,Cubs game today! My first ever ,cub game first ever,0,0,Positive,0.8937390497885644,0.0023841210640966892,0.10149277001619339,0.8961231708526611
2064079002,2009-06-07 05:09:02,2009-06-07,5,Sunday,agirlcalledm,Web,Unknown,@SuzySpaatz ~ hi! sounds like you're feeling a bit better...that's great! you have a great day! ,USER sound like feeling bit great,0,0,Positive,0.9820015546865761,0.0033389809541404247,0.011320477351546288,0.9853405356407166
1753196199,2009-05-10 00:31:36,2009-05-10,0,Sunday,humanintersect,Web,Unknown,@foprof LOL.  Leave a kid on internet and the kid will do stupid things.,USER leave kid internet kid stupid,0,0,Negative,-0.8189567038789392,0.833471417427063,0.152013897895813,0.014514713548123837
2013719127,2009-06-02 23:23:28,2009-06-02,23,Tuesday,iamericpham,Web,Unknown,eating cha with eric ,eating cha eric,0,0,Neutral,0.16896398272365332,0.012914792634546757,0.8052064180374146,0.18187877535820007
2012896491,2009-06-02 21:30:06,2009-06-02,21,Tuesday,YwalkWhenUcnFLY,Web,Unknown,"@StarJonesEsq On a good note, we DID meet at Marty Richards RED BALL a few years ago, you were so sweet to me I'll never forget it ",USER good meet marty richards red ball few year sweet never forget,0,0,Positive,0.9836580671835691,0.0033112845849245787,0.009719337336719036,0.9869693517684937
2222469531,2009-06-18 07:01:32,2009-06-18,7,Thursday,Mr_Alien,Web,Unknown,My hands are officially tied. I don't think I'll have time for anything anymore  This includes the California meet ,hand officially think time anything anymore includes california meet,0,0,Negative,-0.8694408750161529,0.8820130228996277,0.10541477054357529,0.012572147883474827
1770583669,2009-05-11 21:43:17,2009-05-11,21,Monday,zombot,Web,Unknown,"@Konstantine I said &quot;scar,&quot; sweetie. ",USER said,0,0,Neutral,0.2758432440459728,0.05485536530613899,0.6144460439682007,0.3306986093521118
1880738950,2009-05-22 02:19:37,2009-05-22,2,Friday,_vio_,Web,Unknown,@CamilleJ it was supposed to go live on tv but it didn't happened in the end  that would have been cool being on the bbc...,USER supposed go live tv happened end cool,0,0,Neutral,-0.03935898840427399,0.2059563398361206,0.6274462938308716,0.16659735143184662
1827493751,2009-05-17 10:49:45,2009-05-17,10,Sunday,Rasmussos,Web,Unknown,FCK-Brï¿½ndby 4-0! ,NUMBER NUMBER,0,0,Neutral,0.10044373013079166,0.01783561520278454,0.8638849258422852,0.1182793453335762
2226909167,2009-06-18 12:32:19,2009-06-18,12,Thursday,themcflyoldies,Web,Unknown,@team_allen jealous!  I'm yet to find a local chinese i'm satisfied with ,USER yet find local chinese satisfied,0,0,Negative,-0.672435812652111,0.737342357635498,0.19775108993053436,0.064906544983387
2050490807,2009-06-05 18:45:48,2009-06-05,18,Friday,tanyanoel,Web,Unknown,@BayAreaCheap there r a few of us local yocals around  happy to find u on twitter 2day,USER there r few u local yocals around happy find u twitter,0,0,Positive,0.9726337955798954,0.0026571585331112146,0.022051939740777016,0.9752909541130066
2061151950,2009-06-06 20:16:58,2009-06-06,20,Saturday,Doctor_Rob,Web,Unknown,"just back from SuperCheap - a most successful trip. The bikes are tanked &amp; checked for the week, so all ready to start relaxing ",just back from supercheap most successful bike tanked checked all ready start relaxing,0,0,Positive,0.9784789304248989,0.0022486229427158833,0.017023831605911255,0.9807275533676147
1792998329,2009-05-14 00:59:39,2009-05-14,0,Thursday,sparetyme,Web,Unknown,@ElleChanel want to shoot...but i'm not in charlotte .. ,USER want not charlotte,0,0,Neutral,-0.2649115286767483,0.29919669032096863,0.6665182113647461,0.03428516164422035
2190444209,2009-06-16 02:44:54,2009-06-16,2,Tuesday,pechapanda,Web,Unknown,@sephrenia1982 good work ,USER good work,0,0,Positive,0.9527308717370033,0.00808020681142807,0.031108703464269638,0.9608110785484314
1966468123,2009-05-29 17:49:21,2009-05-29,17,Friday,Boddingtons,Web,Unknown,@KingdomGuard welcome new cd out this week...maybe even tomorrow! ,USER welcome new cd out even,0,0,Positive,0.9584545005345717,0.0011342655634507537,0.03927695006132126,0.9595887660980225
2302410832,2009-06-23 16:46:11,2009-06-23,16,Tuesday,PRAYERWARRIORMA,Web,Unknown,@CatholicChicks hate bein on the phone that long ,USER hate bein phone long,0,0,Negative,-0.8715366842225194,0.8818491101264954,0.10783851146697998,0.010312425903975964
1965260370,2009-05-29 15:36:25,2009-05-29,15,Friday,raphaelmalikian,Web,Unknown,"If anyone wanted to attend TEDMED but can't make the date, I'll happily take your place, and will live-blog it for you too ",if anyone wanted attend tedmed make happily take too,0,0,Neutral,0.3889559917151928,0.019577760249376297,0.5718885064125061,0.4085337519645691
1834643142,2009-05-18 03:42:25,2009-05-18,3,Monday,Geelong_FC,Web,Unknown,@melbgirl It means the same to us!  #GoCats,USER mean same,0,0,Positive,0.9796342779882252,0.00216985447332263,0.016025982797145844,0.9818041324615479
1982797757,2009-05-31 11:55:25,2009-05-31,11,Sunday,Juliaw467,Web,Unknown,"beach this morning,bbq this afternoon. Back to school/work 2morro ",beach back,0,0,Neutral,0.17994038574397564,0.02210746891796589,0.7758446931838989,0.20204785466194153
1754424886,2009-05-10 06:13:32,2009-05-10,6,Sunday,Jass53,Web,Unknown,@joshlam and you are how old?? REALLY?!? ,USER how,0,0,Negative,-0.4839876890182495,0.5277994275093079,0.4283888638019562,0.04381173849105835
2204709175,2009-06-17 02:55:54,2009-06-17,2,Wednesday,conceptdev,Web,Unknown,@bing siteowner custom search box fail... &quot;market&quot;:&quot;en-AU&quot; does nothing - it still targets US search   should be &quot;only from australia&quot;??,USER siteowner custom search box nothing still target u search from,0,0,Negative,-0.9073016713373363,0.912731945514679,0.0818377286195755,0.005430274177342653
2059230189,2009-06-06 16:30:39,2009-06-06,16,Saturday,Magmoman,Web,Unknown,Watched Crank 2.... awesome ,watched crank NUMBER awesome,0,0,Positive,0.9779003427829593,0.0020940734539180994,0.01791156269609928,0.9799944162368774
2189212995,2009-06-15 23:30:17,2009-06-15,23,Monday,RockIt_Man,Web,Unknown,@TheUncoolest ,USER,0,0,Neutral,0.16479463875293732,0.0769142359495163,0.6813768744468689,0.2417088747024536
2061920911,2009-06-06 21:55:04,2009-06-06,21,Saturday,jodicobb,Web,Unknown,Night in with the rock star...  ,night rock,0,0,Neutral,0.39687788346782327,0.005430461373180151,0.5922612547874451,0.4023083448410034
